smiles,st,abs,qed,sa
N#CC1=C2C(=O)N(n3c4ccccc4n4c5ccccc5nc34)C=C2C(=O)N1,0.24675846,2.4544366391465067,0.5547404885292053,3.4032998085021973
Cc1cc(CCC(C(=O)O)n2c3ccccc3c3cnccc32)cc(C)c1C1=CC(=O)C=CC1=O,0.075959325,2.2723503247842194,0.3984637558460235,3.3881752490997314
O=C1C=CC(=O)C(C2CCC(c3cnn(-n4c5ccccc5c5cccnc54)n3)CC2)=C1,0.2677139,2.3928071069076657,0.4653030931949615,3.292328119277954
Cc1cc(N(C)N2CNc3ccccc3C2=O)cc(C)c1C1=CC(=O)C=CC1=O,0.08656871,2.096541066128016,0.818905770778656,3.215928077697754
Cc1cc(=O)n(C)c2cc(C(C3=CC(=O)C=CC3=O)c3cn4ccccc4n3)sc12,0.24469686,2.4226312818259004,0.4813443720340729,3.773649215698242
Cc1cc(C2=Cn3c(=O)c4ccccc4c(=O)n3C2C2=CC(=O)C=CC2=O)cc(C)c1C1=CC(=O)C=CC1=O,0.2594632,2.4246712590396404,0.4949000477790832,3.9945034980773926
Cc1cc(CC(C(=O)[O-])c2ccc3c(c2)OCO3)cc(C)c1C1=CC(=O)C=CC1=O,0.11325884,2.217403532449901,0.7109310030937195,3.49606990814209
N#Cc1nc2c(C3CCC(C4=CC(=O)C=CC4=O)CC3)nc(N)nc2n1-c1cccc2c(=O)cc[nH]c12,0.26664317,1.9849191167458893,0.4135128259658813,3.5109992027282715
Cc1cc(-c2cnc(C#N)[nH]2)cc(C)c1C1=CC(=O)C=CC1=O,0.17353165,2.437418176884949,0.8640137910842896,3.1322450637817383
CCC1=C(C)C(=O)n2c1cc1[nH]c(CC3CCC(C4=CC(=O)C=CC4=O)CC3)c(C)c1c2=O,0.11856389,2.351510847847164,0.705428957939148,3.489084005355835
Cc1cc(C(C)c2cccc3c([O-])cccc23)cc(C)c1C1=CC(=O)C=CC1=O,0.069441915,2.245904824112356,0.6140134334564209,3.53816294670105
