smiles,st,abs,qed,sa
Cc1nc2sc(OCS(=O)(=O)COCc3cccc4c3C(=O)C=CC4=O)c(N)c2c(C#N)c1C,0.059718387877941,2.3615028766810893,0.5188100934028625,3.633817672729492
O=C1C=CC(=O)C(c2cc3sc4cc(-n5cnc(=O)nn5)sc4c3s2)=C1,0.0768157998681067,2.1835588951230047,0.4818482995033264,3.816530466079712
CCCCCCCC1=C(C)C(=O)n2c1cc1[nH]c(-c3nc[nH]c3C=O)c(C)c1c2=O,0.0971781102776527,1.6594028650999069,0.4206366240978241,3.462726831436157
[O-]c1nc(C2CC(c3cccc4ccccc34)=NN2c2ccc(F)cc2)no1,0.0764998929858207,2.0855732120156287,0.5459607839584351,3.2515709400177
Cc1ccc(-c2cnc3n2[B-](F)(F)[n+]2ccccc2-3)c2nsnc12,0.1954290263414382,2.124237707400322,0.5003747940063477,3.777608633041382
Cc1ccc2c(c1)C(C)(C)c1cc(C)ccc1N2c1cccc2cc(N)c(=N)oc12,0.1099507459759712,2.136095729660988,0.4019341170787811,2.8632986545562744
O=C1C=CC(=O)C(Cc2ccc(C=Cn3ccc4ccccc43)c3sccc23)=C1,0.1947851900815963,1.8397717893362044,0.4182774126529693,3.187507390975952
Cc1ccc2nc3cc4ccccc4cc3c(C3(C)NC=CC3=O)c2c1,0.1422663432121276,2.445406898421049,0.5092746615409851,3.316984176635742
N=c1nnn(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=C(c4ccccc4)c4ccccc4C2=C3)nn1,0.0523042257785797,1.900630162322521,0.4070990085601806,3.823906421661377
CC1=CC(C)=[N+]2C1=Cc1ccc(-c3cccc4c(C#N)cccc34)n1[B-]2(F)F,0.0860334153532982,2.1020892314076423,0.5419473052024841,3.655961513519287
O=C1C=CC(=O)C(Cc2c3ccccc3nc3cc4ccccc4cc23)=C1,0.0518037894129752,1.6525829195976256,0.3885839283466339,2.5480520725250244
C[N+](C)=c1ccc2cc3ccc(-c4cnc(O)c(C#N)c4)cc3oc-2c1,0.0297909960508346,2.2459852409780026,0.4257647395133972,2.944958448410034
O=c1oncnc1-c1cccc(C=Cn2c3ccccc3c3c4ccccc4[nH]c32)c1,0.2521921304225921,2.305069716495275,0.4333997368812561,3.0174570083618164
O=C1C=CC(=O)C(c2ccc(-c3ccnc(F)n3)c3nsnc23)=C1,0.2221318583846091,2.464887192326784,0.526666522026062,3.165091037750244
O=C1C=CC(=O)C(c2ccc(NCSc3ccc4c(c3)OCCO4)cc2)=C1,0.1187532689929007,2.1375327541232108,0.4853837192058563,2.742571353912353
Cc1nc2c(c[n+]1C)CN1C(=O)N(c3cccc4ccccc34)C=CC1=N2,0.2882418988704681,1.8972300092577932,0.6279179453849792,3.510885238647461
Nc1cn(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=C(c4ccc(F)cc4)c4ccccc4C2=N3)cn1,0.0494968940377233,1.7124250128030776,0.3812364041805267,3.61226749420166
