smiles,st,abs,qed,sa
Cc1cc(-c2cnc(-c3ccnc4cnncc34)o2)cc(C)c1C1=CC(=O)C=CC1=O,0.18555892,2.416573388847709,0.4715191721916199,3.1787009239196777
Cc1cc(C2CC=CC=CC2)cc(C)c1C1=CC(=O)C=CC1=O,0.14381218,2.410191516184807,0.7596167325973511,3.082799196243286
CC(C=O)(Cc1c(O)cc2c3c1CCCN3CCC2)c1cccc2c1C(=O)C=CC2=O,0.20481217,2.391817732150853,0.7705865502357483,3.669236421585083
O=C1C=CC(=O)c2c1cccc2-c1nc(Cl)c(-c2ccc3c(c2)OCCO3)o1,0.23057628,2.4511494009688497,0.6429652571678162,2.8025665283203125
O=C1C=CC(=O)C(C(c2ccc3ncccc3c2)c2cccc3c(=O)cc[nH]c23)=C1,0.0739187,1.994858480978012,0.5373679995536804,3.3454465866088867
CC1(C)Nc2ccc(Cl)cc2-c2[nH]c3cc(C4CCC(C5=CC(=O)C=CC5=O)CC4)ccc3c(=O)c21,0.2734784,2.2168281542614103,0.3995800912380218,3.187734842300415
Cc1ccc2nc(-c3cc(C)c(C4=CC(=O)C=CC4=O)c(C)c3)oc2c1,0.18452501,2.456425525696576,0.6423441171646118,2.6358561515808105
O=C1C=CC(=O)C(C2CCC(c3nc4ccc5ccccc5c4oc3=O)CC2)=C1,0.2865802,2.405843133032322,0.4868043065071106,2.856239080429077
Cc1cc(OC(=N)C#CC#N)cc(C)c1C1=CC(=O)C=CC1=O,0.22078252,2.4788725737139585,0.3925514817237854,3.529702425003052
Cc1cc(C)c(-c2ccc(C#Cc3ccccc3)cc2)c(C)c1C1=CC(=O)C=CC1=O,0.2044313,2.2788785762533545,0.402772456407547,2.6926069259643555
CC(=O)n1cc(-c2c(C)cc(C)c(C3=CC(=O)C=CC3=O)c2C)c2ccccc21,0.19080937,2.2653091392710807,0.5862596035003662,2.912127494812012
Cc1cc(C(C)(C=O)Cc2csc3c(=O)[nH]c(=O)[nH]c23)cc(C)c1C1=CC(=O)C=CC1=O,0.092458606,2.377590604244173,0.4597605466842651,3.9824490547180176
CC1(C)c2ccccc2-c2ccc(C3CCC(C4=CC(=O)C=CC4=O)CC3)cc21,0.2262659,2.264723421305418,0.6059732437133789,2.6635124683380127
Cc1cc(C)c(C2=CC(=O)C=CC2=O)c(C)c1NC=Cc1ccc(C2CCC(C3=CC(=O)C=CC3=O)CC2)cc1,0.031532764,1.9924527594894168,0.4200166761875152,3.3837952613830566
Cc1cc(C)c(-c2cc3nc4ccoc4nc3o2)c(C)c1C1=CC(=O)C=CC1=O,0.24816966,2.456864256633818,0.4675888121128082,3.407664060592652
Nc1noc([O-])c1-c1nc2nccnc2nc1C=Cn1c2ccccc2c2c3ccccc3[nH]c21,0.21631217,2.3326904259875416,0.4035816192626953,3.68873143196106
O=C1C=CC(=O)C(C(c2ccc3c(c2)Cc2ccccc2-3)c2ccc3c(c2)OCCO3)=C1,0.111025214,2.041157975745201,0.4471629858016968,3.166186809539795
C#Cc1coc(-c2cc(C)c(C3=CC(=O)C=CC3=O)c(C)c2)c1,0.14197004,2.2960669352456926,0.6283591985702515,3.198896884918213
Cc1cc(C2=CC(=O)C=CC2=O)c(C)cc1OCn1c2ccccc2c2ccc(C#N)cc21,0.19523406,1.891838820721209,0.404305100440979,2.8000800609588623
O=C1C=CC(=O)C(C2CCC(C(CCc3c[nH]c4ccccc34)C(=O)O)CC2)=C1,0.19085217,2.246858111019433,0.7211394906044006,3.226750373840332
